chart_name,description,category,tags,popularity,version,verified_publisher,developer,repository_url,license_type,rating_count,popularity_scaled,rating_count_scaled,popularity_category,text_combined,topic_1,topic_2,topic_3,topic_4,topic_5
bundle-controller,bundle-controller to install and manage the helm or kustomize bundle,"Topic 1: Operator, Cluster, Management","install, to, kubegems, uncategorized, charts.kubegems.io, bundle-controller",1,1.0.0-alpha1,TRUE,kubegems,https://charts.kubegems.io/kubegems,Unknown,0,0.001067235859,0,0,"bundle-controller to install and manage the helm or kustomize bundle install, to, kubegems, uncategorized, charts.kubegems.io, bundle-controller",0.7545234891,0.06165762893,0.06139309815,0.06176317386,0.06066260995
cbioportal,Helm chart for cbioportal.,Secrets Management,"secrets management, cbioportal, cbioportal_helm, for",1,1.0.0,TRUE,cbioportal,https://cbioportal.github.io/cbioportal-helm/,Unknown,0,0.001067235859,0,0,"Helm chart for cbioportal. secrets management, cbioportal, cbioportal_helm, for",0.07095755567,0.06838295086,0.06981820875,0.7212893145,0.06955197019
cel-policy,A policy that evaluates CEL expressions,"Topic 5: Policies, Kyverno, Modules","policy, that, kubewarden, cel-policy, uncategorized, cel_policy",1,1.2.2,TRUE,cel-policy,https://github.com/kubewarden/cel-policy,Apache-2.0,0,0.001067235859,0,0,"A policy that evaluates CEL expressions policy, that, kubewarden, cel-policy, uncategorized, cel_policy",0.08219316983,0.08225189339,0.08215671241,0.08282568526,0.6705725391
cert-manager-google-cas-issuer,A Helm chart for jetstack/google-cas-issuer,"Topic 3: Prometheus, Exporter, Visualization","cert-manager, charts.jetstack.io, uncategorized",1,0.9.0,TRUE,cert-manager,https://charts.jetstack.io,Unknown,0,0.001067235859,0,0,"A Helm chart for jetstack/google-cas-issuer cert-manager, charts.jetstack.io, uncategorized",0.05753526284,0.1601432385,0.6667613303,0.05837342134,0.057186747
cloudprober,A Helm chart for Cloudprober,"Topic 4: Helm, Chart, Kubernetes","helm.cloudprober.org, cloudprober, uncategorized",1,1.13.20,TRUE,cloudprober,https://helm.cloudprober.org,Unknown,0,0.001067235859,0,0,"A Helm chart for Cloudprober helm.cloudprober.org, cloudprober, uncategorized",0.07182013482,0.07195241301,0.07221046347,0.7125452917,0.07147169697
cockpit,Official Gravitee.io Helm chart for Cockpit,Certificate Management,"gravitee.io, graviteeio, official, helm.gravitee.io, certificate management",1,2.0.1,TRUE,graviteeio,https://helm.gravitee.io/,Unknown,0,0.001067235859,0,0,"Official Gravitee.io Helm chart for Cockpit gravitee.io, graviteeio, official, helm.gravitee.io, certificate management",0.06839076049,0.06834784123,0.06922099059,0.7257548935,0.06828551417
cosmo,This is the official Helm Chart for WunderGraph Cosmo - The Full Lifecycle GraphQL API Management Solution.,Ingress Controller,"cosmo, ingress controller, helm_charts, this, cosmo-platform, the",1,0.12.3,TRUE,cosmo-platform,oci://ghcr.io/wundergraph/cosmo/helm-charts/cosmo,Unknown,0,0.001067235859,0,0,"This is the official Helm Chart for WunderGraph Cosmo - The Full Lifecycle GraphQL API Management Solution. cosmo, ingress controller, helm_charts, this, cosmo-platform, the",0.1651761741,0.05788984551,0.663241235,0.05832186498,0.05537088043
cpx-license-aggregator,A Helm chart for CPX License Aggregator,"Topic 2: Ingress, Controller, GitHub","netscaler_helm_charts, netscaler.github.io, netscaler, uncategorized",1,1.1.0,TRUE,netscaler,https://netscaler.github.io/netscaler-helm-charts,Unknown,0,0.001067235859,0,0,"A Helm chart for CPX License Aggregator netscaler_helm_charts, netscaler.github.io, netscaler, uncategorized",0.255554864,0.5344688392,0.0698236748,0.07112590909,0.06902671295
datasunrise,Official DataSunrise Helm Chart,Certificate Management,"datasunrise, official, www.datasunrise.com, helm_chart, certificate management",1,1.2.42,TRUE,datasunrise,https://www.datasunrise.com/helm-chart,Unknown,0,0.001067235859,0,0,"Official DataSunrise Helm Chart datasunrise, official, www.datasunrise.com, helm_chart, certificate management",0.06325775888,0.06308714758,0.06439657916,0.7460992949,0.06315921949
deadlock,use uprobe to trace pthread_mutex_lock and pthread_mutex_unlock in libc.so and detect potential deadlocks,Visualization,"to, use, uprobe, visualization, gadgets, inspektor_gadget",1,0.36.0,TRUE,gadgets,https://github.com/inspektor-gadget/inspektor-gadget/,Unknown,0,0.001067235859,0,0,"use uprobe to trace pthread_mutex_lock and pthread_mutex_unlock in libc.so and detect potential deadlocks to, use, uprobe, visualization, gadgets, inspektor_gadget",0.06395080818,0.0635769545,0.7427100019,0.06435392563,0.06540830979
deckard,"A Helm chart for Deckard, a Highly Scalable Cyclic Priority Queue","Topic 4: Helm, Chart, Kubernetes","deckard, takenet.github.io, uncategorized",1,0.0.38,TRUE,deckard,https://takenet.github.io/deckard,MIT,0,0.001067235859,0,0,"A Helm chart for Deckard, a Highly Scalable Cyclic Priority Queue deckard, takenet.github.io, uncategorized",0.06111385505,0.06184948183,0.06108278559,0.7552369744,0.06071690311
deepgram-self-hosted,A Helm chart for running Deepgram services in a self-hosted environment,Monitoring,"self_hosted_resources, deepgram.github.io, deepgram-self-hosted, monitoring",1,0.9.0,TRUE,deepgram-self-hosted,https://deepgram.github.io/self-hosted-resources,Unknown,0,0.001067235859,0,0,"A Helm chart for running Deepgram services in a self-hosted environment self_hosted_resources, deepgram.github.io, deepgram-self-hosted, monitoring",0.05557392154,0.05570468698,0.05513621959,0.7711336821,0.06245148983
deeploy,The Deeploy Helm chart for Kubernetes,"Topic 4: Helm, Chart, Kubernetes","deeploy-core, deeploy, uncategorized, the, deeploy_charts.storage.googleapis.com",1,1.44.0,TRUE,deeploy-core,https://deeploy-charts.storage.googleapis.com/,Unknown,0,0.001067235859,0,0,"The Deeploy Helm chart for Kubernetes deeploy-core, deeploy, uncategorized, the, deeploy_charts.storage.googleapis.com",0.05721249071,0.05907514537,0.05720364634,0.7696895524,0.05681916516
demory,Helm chart for Demory,Database,"database, huseyinbabal, huseyinbabal.github.io, for",1,0.7.0,TRUE,huseyinbabal,https://huseyinbabal.github.io/charts,Unknown,0,0.001067235859,0,0,"Helm chart for Demory database, huseyinbabal, huseyinbabal.github.io, for",0.06528958378,0.06569815872,0.06474033194,0.7404255954,0.0638463302
dial-core,Helm chart for dial core,"Topic 4: Helm, Chart, Kubernetes","dial, charts.epam_rail.com, for, uncategorized",1,4.0.0,TRUE,dial,https://charts.epam-rail.com,Unknown,0,0.001067235859,0,0,"Helm chart for dial core dial, charts.epam_rail.com, for, uncategorized",0.06355098172,0.06373926796,0.06345920904,0.746185286,0.06306525529
dial-extension,Helm chart for dial extensions,"Topic 4: Helm, Chart, Kubernetes","dial, charts.epam_rail.com, for, uncategorized",1,1.1.0,TRUE,dial,https://charts.epam-rail.com,Unknown,0,0.001067235859,0,0,"Helm chart for dial extensions dial, charts.epam_rail.com, for, uncategorized",0.06440032175,0.06411698189,0.06424599047,0.7436125859,0.06362412002
dirigible,Eclipse Dirigible provides both development tools (Web IDE) and runtime environment for In-System Development and Low-Code/No-Code Development.,Secrets Management,"eclipse-dirigible, dirigible, provides, secrets management, eclipse.github.io, eclipse",1,10.6.37,TRUE,eclipse-dirigible,https://eclipse.github.io/dirigible,EPL-2.0,0,0.001067235859,0,0,"Eclipse Dirigible provides both development tools (Web IDE) and runtime environment for In-System Development and Low-Code/No-Code Development. eclipse-dirigible, dirigible, provides, secrets management, eclipse.github.io, eclipse",0.1144027226,0.05683686165,0.05589877826,0.7144111048,0.05845053264
doku,A Helm chart for Doku,"Topic 4: Helm, Chart, Kubernetes","doku, uncategorized",1,0.1.4,TRUE,doku,https://dokulabs.github.io/helm/,Unknown,0,0.001067235859,0,0,"A Helm chart for Doku doku, uncategorized",0.07429338066,0.07421058231,0.07437636942,0.7034416082,0.07367805937
eck-elasticsearch,Elasticsearch managed by the ECK operator,"Topic 4: Helm, Chart, Kubernetes","by, elastic, helm.elastic.co, managed, uncategorized, elasticsearch, operator",1,0.14.0,TRUE,elastic,https://helm.elastic.co,Elastic-2.0,0,0.001067235859,0,0,"Elasticsearch managed by the ECK operator by, elastic, helm.elastic.co, managed, uncategorized, elasticsearch, operator",0.2192567896,0.0646249524,0.06552041209,0.5862286766,0.06436916935
environment-variable-policy,A Kubewarden Policy that controls the usage of environment variables,Certificate Management,"environment_variable_policy, policy, kubewarden, environment-variable-policy, certificate management",1,0.1.7,TRUE,environment-variable-policy,https://github.com/kubewarden/environment-variable-policy,Apache-2.0,0,0.001067235859,0,0,"A Kubewarden Policy that controls the usage of environment variables environment_variable_policy, policy, kubewarden, environment-variable-policy, certificate management",0.05625979196,0.05623208339,0.05640438268,0.0562156389,0.7748881031
envoy,An open source TRISA/TRP node for use in Travel Rule information transfers.,"Topic 4: Helm, Chart, Kubernetes","an, helm.trisa.dev, source, trisacrypto, uncategorized, open",1,0.22.0,TRUE,trisacrypto,https://helm.trisa.dev,Unknown,0,0.001067235859,0,0,"An open source TRISA/TRP node for use in Travel Rule information transfers. an, helm.trisa.dev, source, trisacrypto, uncategorized, open",0.05366374829,0.05352268325,0.05371596498,0.5813995439,0.2576980596
extendeddaemonset,Extended Daemonset Controller,Visualization,"extended, daemonset, datadog, controller, visualization, helm.datadoghq.com",1,0.3.2,TRUE,datadog,https://helm.datadoghq.com,Unknown,0,0.001067235859,0,0,"Extended Daemonset Controller extended, daemonset, datadog, controller, visualization, helm.datadoghq.com",0.06761126728,0.0693096445,0.7304621638,0.06690230583,0.06571461863
federid,"A Helm chart for deploying federid, a Kubernetes solution workload identity federation.","Topic 2: Ingress, Controller, GitHub","federid, federid.github.io, helm_charts, uncategorized",1,0.1.2,TRUE,federid,https://federid.github.io/helm-charts,Unknown,0,0.001067235859,0,0,"A Helm chart for deploying federid, a Kubernetes solution workload identity federation. federid, federid.github.io, helm_charts, uncategorized",0.05136808448,0.4884727953,0.05173095367,0.3573753575,0.05105280906
fsm,A Helm chart to install the FSM(Flomesh Service Mesh) on Kubernetes,Ingress Controller,"charts.flomesh.io, fsm, ingress controller",1,0.3.0-alpha.1,TRUE,fsm,https://charts.flomesh.io,MIT,0,0.001067235859,0,0,"A Helm chart to install the FSM(Flomesh Service Mesh) on Kubernetes charts.flomesh.io, fsm, ingress controller",0.7922608661,0.05240125233,0.05169250974,0.05253093308,0.05111443874
gitea-sonarqube-bot,Decorate Gitea Pull Requests with SonarQube analysis results,Secrets Management,"pull, decorate, gitea-sonarqube-bot, secrets management, gitea",1,0.4.0,TRUE,gitea-sonarqube-bot,https://codeberg.org/justusbunsi/gitea-sonarqube-bot/raw/branch/charts/,MIT,0,0.001067235859,0,0,"Decorate Gitea Pull Requests with SonarQube analysis results pull, decorate, gitea-sonarqube-bot, secrets management, gitea",0.06008655692,0.05988149411,0.06071678413,0.1933719598,0.625943205
gko,The Gravitee Kubernetes Operator Helm Chart,Ingress Controller,"ingress controller, gravitee, graviteeio, helm.gravitee.io, the, operator",1,4.6.0-alpha.1,TRUE,graviteeio,https://helm.gravitee.io/,Unknown,0,0.001067235859,0,0,"The Gravitee Kubernetes Operator Helm Chart ingress controller, gravitee, graviteeio, helm.gravitee.io, the, operator",0.2456557351,0.07209759597,0.07005419808,0.542860103,0.06933236778
glide,"Glide Helm Chart, an open blazing-fast simple model gateway for production-ready GenAI apps","Topic 4: Helm, Chart, Kubernetes","glide, einstack.github.io, einstack, uncategorized",1,0.0.2,TRUE,einstack,https://einstack.github.io/charts,Unknown,0,0.001067235859,0,0,"Glide Helm Chart, an open blazing-fast simple model gateway for production-ready GenAI apps glide, einstack.github.io, einstack, uncategorized",0.3666220581,0.0473005277,0.04709298143,0.491933539,0.04705089382
gridgain,"GridGain is a Unified Real-Time Data Platform by the original creators of Apache Ignite. It enables a simplified and optimized data architecture for enterprises that require extreme speed, massive scale, and high availability from their data ecosystem.","Topic 2: Ingress, Controller, GitHub","gridgain, helm_charts, uncategorized",1,1.0.1,TRUE,gridgain,https://gridgain.github.io/helm-charts/,Unknown,0,0.001067235859,0,0,"GridGain is a Unified Real-Time Data Platform by the original creators of Apache Ignite. It enables a simplified and optimized data architecture for enterprises that require extreme speed, massive scale, and high availability from their data ecosystem. gridgain, helm_charts, uncategorized",0.04437591975,0.4261880548,0.04409711967,0.382488049,0.1028508569
hazelcast,"Hazelcast is a streaming and memory-first application platform for fast, stateful, data-intensive workloads on-premises, at the edge or as a fully managed cloud service.",Database,"hazelcast, database, hazelcast_charts.s3.amazonaws.com",1,5.10.1,TRUE,hazelcast,https://hazelcast-charts.s3.amazonaws.com/,Unknown,0,0.001067235859,0,0,"Hazelcast is a streaming and memory-first application platform for fast, stateful, data-intensive workloads on-premises, at the edge or as a fully managed cloud service. hazelcast, database, hazelcast_charts.s3.amazonaws.com",0.04417039003,0.8235376163,0.04331109747,0.04559674563,0.04338415063
hcp-terraform-operator,Official Helm chart for HCP Terraform Operator for Kubernetes.,"Topic 3: Prometheus, Exporter, Visualization","helm.releases.hashicorp.com, uncategorized, hashicorp, official, operator",1,2.7.1,TRUE,hashicorp,https://helm.releases.hashicorp.com,Unknown,0,0.001067235859,0,0,"Official Helm chart for HCP Terraform Operator for Kubernetes. helm.releases.hashicorp.com, uncategorized, hashicorp, official, operator",0.05617218816,0.05512880001,0.7770102538,0.05675617584,0.05493258214
heimdall,"Heimdall2 lets you view, store, and compare automated security control scan results.",Certificate Management,"heimdall2, lets, you, heimdall, heimdall2_helm, certificate management",1,3.1.9,TRUE,heimdall,https://mitre.github.io/heimdall2-helm/,Apache-2.0,0,0.001067235859,0,0,"Heimdall2 lets you view, store, and compare automated security control scan results. heimdall2, lets, you, heimdall, heimdall2_helm, certificate management",0.05321654915,0.4113429347,0.4280721721,0.0542744808,0.05309386331
hivemq-swarm,A Helm chart for HiveMQ Swarm,"Topic 4: Helm, Chart, Kubernetes","helm_charts, uncategorized, hivemq, hivemq.github.io",1,0.2.45,TRUE,hivemq,https://hivemq.github.io/helm-charts,Unknown,0,0.001067235859,0,0,"A Helm chart for HiveMQ Swarm helm_charts, uncategorized, hivemq, hivemq.github.io",0.0591895328,0.05988193779,0.05981301754,0.7623177461,0.05879776581
hpe-greenlake-file-csi-driver,A Helm chart for installing the HPE GreenLake for File Storage CSI Driver,"Topic 2: Ingress, Controller, GitHub","co_deployments, hpe-storage, uncategorized",1,1.0.0-beta3,TRUE,hpe-storage,https://hpe-storage.github.io/co-deployments/,Apache-2.0,0,0.001067235859,0,0,"A Helm chart for installing the HPE GreenLake for File Storage CSI Driver co_deployments, hpe-storage, uncategorized",0.05784158697,0.7640114798,0.06048116337,0.05937059307,0.05829517682
